Name,first_season,last_season,games_played,games_started,teams,num_teams,key_mlbam,key_retro,key_bbref,key_fangraphs,pitcher_cleaned
Josh Beckett,2001,2014,335,332,['Marlins' 'Red Sox' '- - -' 'Dodgers'],4,277417,beckj002,beckejo02,510,joshbeckett
Josh Collmenter,2011,2017,214,78,['Diamondbacks' '- - -' 'Braves'],3,518567,collj001,collmjo01,7312,joshcollmenter
Josh Fogg,2001,2009,243,194,['White Sox' 'Pirates' 'Rockies' 'Reds'],4,150319,foggj001,foggjo01,989,joshfogg
Josh Geer,2008,2009,24,22,['Padres'],1,446207,geerj001,geerjo01,4781,joshgeer
Josh Hall,2003,2003,6,5,['Reds'],1,425406,hallj002,halljo03,1784,joshhall
Josh Hancock,2002,2007,102,12,['Red Sox' 'Phillies' '- - -' 'Reds' 'Cardinals'],5,407820,hancj001,hancojo01,1606,joshhancock
Josh James,2018,2019,55,4,['Astros'],1,657624,jamej002,jamesjo02,16794,joshjames
Josh Johnson,2005,2013,170,160,['Marlins' 'Blue Jays'],2,435178,johnj009,johnsjo09,4567,joshjohnson
Josh Lindblom,2011,2017,114,6,['Dodgers' '- - -' 'Rangers' 'Athletics' 'Pirates'],5,458676,lindj004,lindbjo01,7882,joshlindblom
Josh Lucas,2017,2019,22,1,['Cardinals' 'Athletics' 'Orioles'],3,572998,lucaj001,lucasjo02,11686,joshlucas
Josh Outman,2008,2014,161,32,['Athletics' 'Rockies' '- - -'],3,489189,outmj001,outmajo01,4004,joshoutman
Josh Pearce,2002,2004,13,3,['Cardinals'],1,407870,pearj001,pearcjo01,1175,joshpearce
Josh Rogers,2018,2019,8,3,['Orioles'],1,642028,rogej003,rogerjo01,18510,joshrogers
Josh Rupe,2005,2011,90,1,['Rangers' 'Royals' 'Orioles'],3,434666,rupej001,rupejo01,7206,joshrupe
Josh Stewart,2003,2004,8,7,['White Sox'],1,425554,stewj001,stewajo02,1683,joshstewart
Josh Stinson,2011,2014,39,2,['Mets' 'Brewers' 'Orioles'],3,502139,stinj001,stinsjo01,3219,joshstinson
Josh Taylor,2019,2019,52,1,['Red Sox'],1,657031,taylj001,taylojo02,17359,joshtaylor
Josh Tomlin,2010,2019,234,145,['Indians' 'Braves'],2,458708,tomlj001,tomlijo01,9388,joshtomlin
Josh Towers,2001,2009,139,112,['Orioles' 'Blue Jays' 'Yankees'],3,346869,towej001,towerjo01,1489,joshtowers
Juan Cruz,2001,2012,447,38,['Cubs' 'Braves' 'Athletics' 'Diamondbacks' 'Royals' 'Rays' 'Pirates'],7,407297,cruzj005,cruzju02,273,juancruz
Juan Dominguez,2003,2005,32,17,['Rangers'],1,430021,domij001,dominju01,1796,juandominguez
Juan Gutierrez,2007,2014,264,3,['Astros' 'Diamondbacks' '- - -' 'Giants'],4,434641,gutij002,gutieju01,3265,juangutierrez
Juan Guzman,2000,2000,1,1,['Devil Rays'],1,115267,guzmj003,guzmaju01,1005162,juanguzman
Juan Mateo,2006,2006,11,10,['Cubs'],1,462940,matej002,mateoju02,3753,juanmateo
Juan Morillo,2006,2009,9,1,['Rockies' 'Twins'],2,434623,morij001,morilju01,3369,juanmorillo
Juan Nicasio,2011,2019,362,82,['Rockies' 'Dodgers' 'Pirates' '- - -' 'Mariners' 'Phillies'],6,504379,nicaj001,nicasju01,7731,juannicasio
Juan Oviedo,2005,2014,349,6,['Royals' 'Marlins' 'Rays'],3,434663,nunel001,nunezle01,2886,juanoviedo
Juan Rincon,2001,2010,444,3,['Twins' '- - -' 'Rockies'],3,346799,rincj001,rincoju01,752,juanrincon
Julian Tavarez,2000,2009,515,96,"['Rockies' 'Cubs' 'Marlins' 'Pirates' 'Cardinals' 'Red Sox' '- - -'
 'Nationals']",8,123118,tavaj001,tavarju01,541,juliantavarez
Julio Mateo,2002,2007,219,1,['Mariners'],1,421024,matej001,mateoju01,1087,juliomateo
Julio Santana,2000,2006,122,4,['Expos' 'Tigers' 'Brewers' 'Phillies'],4,121690,santj001,santaju01,496,juliosantana
Julio Teheran,2011,2019,229,226,['Braves'],1,527054,tehej001,teherju01,6797,julioteheran
Julio Urias,2016,2019,63,28,['Dodgers'],1,628711,uriaj001,uriasju01,14765,juliourias
Jung Bong,2002,2004,48,4,['Braves' 'Reds'],2,407794,bongj001,bongju01,82,jungbong
Junichi Tazawa,2009,2018,388,4,['Red Sox' 'Marlins' '- - -'],3,547749,tazaj001,tazawju01,4079,junichitazawa
Junior Guerra,2015,2019,147,60,['White Sox' 'Brewers'],2,448855,guerj003,guerrju02,5702,juniorguerra
Junior Herndon,2001,2001,12,8,['Padres'],1,400146,hernj003,herndju01,1005716,juniorherndon
Justin Duchscherer,2001,2010,224,32,['Rangers' 'Athletics'],2,407113,duchj001,duchsju01,910,justinduchscherer
Justin Dunn,2019,2019,4,4,['Mariners'],1,643290,dunnj002,dunnju01,19268,justindunn
Justin Germano,2004,2014,96,48,['Padres' 'Reds' 'Indians' '- - -' 'Blue Jays' 'Rangers'],6,430683,germj001,germaju01,1938,justingermano
Justin Grimm,2012,2018,306,19,['Rangers' '- - -' 'Cubs'],3,518748,grimj002,grimmju01,11720,justingrimm
Justin Hampson,2006,2012,92,1,['Rockies' 'Padres' 'Mets'],3,430618,hampj001,hampsju01,2209,justinhampson
Justin Lehr,2004,2009,77,11,['Athletics' 'Brewers' 'Reds'],3,430680,lehrj001,lehrju01,2163,justinlehr
Justin Masterson,2008,2015,258,184,['Red Sox' '- - -' 'Indians'],3,475416,mastj001,masteju01,2038,justinmasterson
Justin Miller,2002,2010,216,33,['Blue Jays' 'Marlins' 'Giants' 'Dodgers'],4,277405,millj002,milleju01,1313,justinmiller
Justin Nicolino,2015,2017,50,33,['Marlins'],1,592593,nicoj001,nicolju01,11754,justinnicolino
Justin Verlander,2005,2019,453,453,['Tigers' '- - -' 'Astros'],3,434378,verlj001,verlaju01,8700,justinverlander
Justin Wayne,2002,2004,26,8,['Marlins'],1,400306,waynj001,wayneju01,803,justinwayne
Justus Sheffield,2018,2019,11,7,['Yankees' 'Mariners'],2,656954,shefj001,sheffju01,17285,justussheffield
Kameron Loe,2004,2013,322,48,['Rangers' 'Brewers' '- - -'],3,434180,loe-k001,loeka01,4422,kameronloe
Kane Davis,2000,2007,107,2,['- - -' 'Rockies' 'Mets' 'Brewers' 'Phillies'],5,282327,davik001,daviska01,872,kanedavis
Kason Gabbard,2006,2008,34,31,['Red Sox' '- - -' 'Rangers'],3,451257,gabbk001,gabbaka01,3418,kasongabbard
Kazuhisa Ishii,2002,2005,105,102,['Dodgers' 'Mets'],2,408193,ishik001,ishiika01,655,kazuhisaishii
Kazuhito Tadano,2004,2005,15,4,['Indians'],1,430954,tadak001,tadanka01,1917,kazuhitotadano
Kei Igawa,2007,2008,16,13,['Yankees'],1,506432,igawk001,igawake01,7794,keiigawa
Kelvim Escobar,2000,2009,329,162,['Blue Jays' 'Angels'],2,113898,escok001,escobke01,1298,kelvimescobar
Ken Hill,2000,2001,23,17,['- - -' 'Devil Rays'],2,115941,hillk001,hillke01,1005827,kenhill
Kendall Graveman,2014,2018,83,78,['Blue Jays' 'Athletics'],2,608665,gravk001,graveke01,15514,kendallgraveman
Kendry Flores,2015,2016,8,2,['Marlins'],1,572309,flork002,floreke01,12118,kendryflores
Kenny Rogers,2000,2008,260,257,['Rangers' 'Twins' 'Tigers'],3,121386,rogek001,rogerke01,1277,kennyrogers
Kenshin Kawakami,2009,2010,50,41,['Braves'],1,499877,kawak001,kawakke01,9225,kenshinkawakami
Kent Bottenfield,2000,2001,42,38,['- - -' 'Astros'],2,111264,bottk001,botteke01,1001226,kentbottenfield
Kent Mercker,2000,2008,347,7,['Angels' 'Rockies' '- - -' 'Cubs' 'Reds'],5,118967,merck001,merckke01,439,kentmercker
Kenta Maeda,2016,2019,137,103,['Dodgers'],1,628317,maedk001,maedake01,18498,kentamaeda
Kerry Wood,2000,2012,420,152,['Cubs' 'Indians' '- - -'],3,134268,woodk002,woodke02,304,kerrywood
Kevin Appier,2000,2004,121,121,['Athletics' 'Mets' 'Angels' '- - -' 'Royals'],5,110293,appik001,appieke01,3,kevinappier
Kevin Barry,2006,2007,20,1,['Braves'],1,435258,barrk001,barryke01,3460,kevinbarry
Kevin Beirne,2000,2002,46,4,['White Sox' 'Blue Jays' 'Dodgers'],3,150312,beirk001,beirnke01,638,kevinbeirne
Kevin Brown,2000,2005,137,129,['Dodgers' 'Yankees'],2,111554,browk001,brownke01,642,kevinbrown
Kevin Correia,2003,2015,358,221,['Giants' 'Padres' 'Pirates' 'Twins' '- - -' 'Phillies'],6,429781,corrk001,correke01,1767,kevincorreia
Kevin Gausman,2013,2019,191,154,['Orioles' '- - -'],2,592332,gausk001,gausmke01,14107,kevingausman
Kevin Gregg,2003,2015,594,8,['Angels' 'Marlins' 'Cubs' 'Blue Jays' 'Orioles' 'Reds'],6,276514,gregk001,greggke01,1793,kevingregg
Kevin Hart,2007,2009,47,14,['Cubs' '- - -'],2,453954,hartk001,hartke01,8079,kevinhart
Kevin Jarvis,2000,2006,102,78,['Rockies' 'Padres' '- - -' 'Cardinals'],4,116496,jarvk001,jarvike01,1037,kevinjarvis
Kevin Millwood,2000,2012,375,373,['Braves' 'Phillies' 'Indians' 'Rangers' 'Orioles' 'Rockies' 'Mariners'],7,119154,millk004,millwke01,106,kevinmillwood
Kevin Mulvey,2009,2010,10,4,['- - -' 'Diamondbacks'],2,453381,mulvk001,mulveke01,6947,kevinmulvey
Kevin Olsen,2001,2003,28,10,['Marlins'],1,407485,olsek001,olsenke01,533,kevinolsen
Kevin Pickford,2002,2002,16,4,['Padres'],1,150260,pickk001,pickfke01,1473,kevinpickford
Kevin Slowey,2007,2014,137,106,['Twins' 'Marlins'],2,458713,slowk001,sloweke01,9918,kevinslowey
Kevin Tapani,2000,2001,59,59,['Cubs'],1,123090,tapak001,tapanke01,1012824,kevintapani
Keyvius Sampson,2015,2016,31,14,['Reds'],1,572102,sampk001,sampske01,10039,keyviussampson
Kiko Calero,2003,2009,313,1,['Cardinals' 'Athletics' 'Marlins'],3,425606,calek001,calerki01,1676,kikocalero
Kip Gross,2000,2000,2,1,['Astros'],1,115190,grosk002,grosski01,1005089,kipgross
Kip Wells,2000,2012,289,212,['White Sox' 'Pirates' '- - -' 'Cardinals' 'Padres'],5,150337,wellk001,wellski01,1012,kipwells
Kirk Rueter,2000,2005,179,176,['Giants'],1,121541,ruetk001,rueteki01,1128,kirkrueter
Kirk Saarloos,2002,2008,165,73,['Astros' 'Athletics' 'Reds'],3,424164,saark001,saarlki01,1516,kirksaarloos
Kohl Stewart,2018,2019,17,6,['Twins'],1,640464,stewk001,stewako01,15502,kohlstewart
Koji Uehara,2009,2017,436,12,['Orioles' '- - -' 'Rangers' 'Red Sox' 'Cubs'],5,493157,uehak001,ueharko01,9227,kojiuehara
Kolby Allard,2018,2019,12,10,['Braves' 'Rangers'],2,663465,allak001,allarko01,18694,kolbyallard
Kris Benson,2000,2010,175,169,['Pirates' '- - -' 'Mets' 'Orioles' 'Rangers' 'Diamondbacks'],6,150249,bensk001,bensokr01,982,krisbenson
Kris Johnson,2013,2014,7,4,['Pirates' 'Twins'],2,453241,johnk004,johnskr01,886,krisjohnson
Kris Medlen,2009,2018,174,76,['Braves' 'Royals' 'Diamondbacks'],3,450665,medlk001,medlekr01,9417,krismedlen
Kris Wilson,2000,2006,95,20,['Royals' 'Yankees'],2,330892,wilsk001,wilsokr01,636,kriswilson
Kurt Ainsworth,2001,2004,29,22,['Giants' '- - -' 'Orioles'],3,215128,ainsk001,ainswku01,1431,kurtainsworth
Kurt Birkins,2006,2008,60,2,['Orioles' 'Rays'],2,451256,birkk001,birkiku01,7266,kurtbirkins
Kyle Davies,2005,2015,152,144,['Braves' '- - -' 'Royals' 'Yankees'],4,434678,davik002,davieky01,3642,kyledavies
Kyle Denney,2004,2004,4,4,['Indians'],1,430953,dennk001,denneky01,7192,kyledenney
Kyle Dowdy,2019,2019,13,1,['Rangers'],1,664871,dowdk001,dowdyky01,19285,kyledowdy
Kyle Drabek,2010,2016,43,30,['Blue Jays' 'White Sox' 'Diamondbacks'],3,475138,drabk001,drabeky01,4359,kyledrabek
Kyle Farnsworth,2000,2014,866,5,['Cubs' '- - -' 'Yankees' 'Royals' 'Rays'],5,150035,farnk001,farnsky01,278,kylefarnsworth
Kyle Freeland,2017,2019,88,83,['Rockies'],1,607536,freek001,freelky01,16256,kylefreeland
Kyle Gibson,2013,2019,193,188,['Twins'],1,502043,gibsk002,gibsoky01,10123,kylegibson
Kyle Hendricks,2014,2019,163,162,['Cubs'],1,543294,hendk001,hendrky01,12049,kylehendricks
Kyle Kendrick,2007,2017,255,214,['Phillies' 'Rockies' 'Red Sox'],3,452718,kendk001,kendrky01,6230,kylekendrick
Kyle Lloyd,2017,2017,1,1,['Padres'],1,643414,lloyk001,lloydky01,15378,kylelloyd
Kyle Lobstein,2014,2016,34,17,['Tigers' 'Pirates'],2,543456,lobsk001,lobstky01,9178,kylelobstein
Kyle Lohse,2001,2016,457,418,['Twins' '- - -' 'Cardinals' 'Brewers' 'Rangers'],5,346798,lohsk001,lohseky01,739,kylelohse
Kyle McClellan,2008,2013,268,17,['Cardinals' 'Rangers'],2,449072,mcclk001,mccleky01,4845,kylemcclellan
Kyle McGowin,2018,2019,12,2,['Nationals'],1,641851,mcgok002,mcgowky01,15071,kylemcgowin
Kyle McPherson,2012,2012,10,3,['Pirates'],1,519015,mcphk001,mcpheky01,5009,kylemcpherson
Kyle Peterson,2001,2001,3,2,['Brewers'],1,150081,petek001,peterky01,1010235,kylepeterson
Kyle Ryan,2014,2019,159,7,['Tigers' 'Cubs'],2,594986,ryank002,ryanky01,11753,kyleryan
Kyle Snyder,2003,2008,93,29,['Royals' '- - -' 'Red Sox'],3,216897,snydk001,snydeky01,1689,kylesnyder
Kyle Weiland,2011,2012,10,8,['Red Sox' 'Astros'],2,475095,weilk001,weilaky01,7874,kyleweiland
Kyle Wright,2018,2019,11,4,['Braves'],1,657140,wrigk001,wrighky01,19665,kylewright
Lance Broadway,2007,2009,27,2,['White Sox' '- - -'],2,473560,broal001,broadla01,9885,lancebroadway
Lance Cormier,2004,2011,290,24,['Diamondbacks' 'Braves' 'Orioles' 'Rays' 'Dodgers'],5,433578,corml001,cormila01,4346,lancecormier
Lance Davis,2001,2001,20,20,['Reds'],1,406876,davil001,davisla01,1003065,lancedavis
Lance Lynn,2011,2019,247,223,['Cardinals' '- - -' 'Rangers'],3,458681,lynnl001,lynnla01,2520,lancelynn
Lance McCullers Jr.,2015,2018,83,80,['Astros'],1,621121,mccul002,mcculla02,14120,lancemccullersjr
Lance Painter,2000,2003,87,2,['Blue Jays' '- - -' 'Cardinals'],3,120183,painl001,paintla01,1675,lancepainter
Larry Luebbers,2000,2000,14,1,['Reds'],1,117988,luebl001,luebbla01,1007817,larryluebbers
Lenny DiNardo,2004,2009,94,34,['Red Sox' 'Athletics' 'Royals'],3,430837,dinal001,dinarle01,1894,lennydinardo
Les Walrond,2003,2008,23,2,['Royals' 'Cubs' 'Phillies'],3,400113,walrl001,walrole01,1735,leswalrond
Lesli Brea,2000,2001,8,1,['Orioles'],1,276506,breal001,breale01,1001372,leslibrea
Levale Speigner,2007,2008,26,6,['Nationals'],1,446453,speil001,speigle01,5717,levalespeigner
Lewis Thorpe,2019,2019,12,2,['Twins'],1,626929,thorl002,thorple01,15906,lewisthorpe
Liam Hendriks,2011,2019,320,44,['Twins' '- - -' 'Blue Jays' 'Athletics'],4,521230,hendl001,hendrli01,3548,liamhendriks
Lisalverto Bonilla,2014,2017,15,7,['Rangers' 'Reds'],2,570810,bonil001,bonilli01,11266,lisalvertobonilla
Livan Hernandez,2000,2012,438,394,['Giants' 'Expos' 'Nationals' '- - -' 'Diamondbacks'],5,115817,hernl003,hernali01,1116,livanhernandez
Logan Allen,2019,2019,9,4,['- - -'],1,663531,allel002,allenlo01,18555,loganallen
Logan Darnell,2014,2014,7,4,['Twins'],1,592244,darnl001,darnelo01,11261,logandarnell
Logan Kensing,2004,2016,157,3,['Marlins' '- - -' 'Rockies' 'Mariners' 'Tigers'],5,434137,kensl001,kensilo01,6166,logankensing
Logan Verrett,2015,2017,57,16,['- - -' 'Mets' 'Orioles'],3,548337,verrl001,verrelo01,12905,loganverrett
Logan Webb,2019,2019,8,8,['Giants'],1,657277,webbl001,webblo01,17995,loganwebb
Lorenzo Barcelo,2000,2002,43,1,['White Sox'],1,150311,barcl001,barcelo01,1435,lorenzobarcelo
Lou Pote,2000,2004,109,2,['Angels' 'Indians'],2,150010,potel001,potelo01,30,loupote
Lou Trivino,2018,2019,130,1,['Athletics'],1,642152,trivl001,trivilo01,15043,loutrivino
Lucas Giolito,2016,2019,74,72,['Nationals' 'White Sox'],2,608337,gioll001,giolilu01,15474,lucasgiolito
Lucas Harrell,2010,2017,101,71,['White Sox' '- - -' 'Astros' 'Blue Jays'],4,449173,harrl002,harrelu01,7541,lucasharrell
Lucas Sims,2017,2019,47,14,['Braves' '- - -' 'Reds'],3,608371,simsl001,simslu01,13470,lucassims
Luis Atilano,2010,2010,16,16,['Nationals'],1,457447,atill001,atilalu01,3802,luisatilano
Luis Castillo,2017,2019,78,78,['Reds'],1,622491,castl003,castilu02,15689,luiscastillo
Luis Cessa,2016,2019,86,19,['Yankees'],1,570666,cessl001,cessalu01,13345,luiscessa
Luis Garcia,2013,2019,315,2,['Phillies' 'Angels'],2,472610,garcl005,garcilu03,6984,luisgarcia
Luis Martinez,2003,2003,4,4,['Brewers'],1,407851,martl001,martilu01,1823,luismartinez
Luis Mendoza,2007,2013,90,56,['Rangers' 'Royals'],2,434669,mendl001,mendolu01,3126,luismendoza
Luis Ortiz,2018,2019,3,2,['Orioles'],1,656814,ortil002,ortizlu02,16942,luisortiz
Luis Perdomo,2016,2019,123,60,['Padres'],1,606131,perdl002,perdolu02,14682,luisperdomo
Luis Perez,2011,2013,78,4,['Blue Jays'],1,469802,perel001,perezlu01,6389,luisperez
Luis Pineda,2001,2002,42,2,['Tigers' 'Reds'],2,400079,pinel001,pinedlu01,346,luispineda
Luis Santos,2017,2018,25,1,['Blue Jays'],1,608601,santl001,santolu01,15006,luissantos
Luis Severino,2015,2019,99,88,['Yankees'],1,622663,sevel001,severlu01,15890,luisseverino
Luis de los Santos,2002,2002,3,3,['Devil Rays'],1,150087,delol002,deloslu02,1203,luisdelossantos
Luiz Gohara,2017,2018,14,6,['Braves'],1,627894,gohal001,goharlu01,15166,luizgohara
Luke Bard,2018,2019,40,3,['Angels'],1,572703,bardl001,bardlu01,14288,lukebard
Luke Farrell,2017,2019,39,4,['- - -' 'Cubs' 'Rangers'],3,608652,farrl001,farrelu01,15101,lukefarrell
Luke French,2009,2010,31,25,['- - -' 'Mariners'],2,448287,frenl001,frenclu01,7529,lukefrench
Luke Hochevar,2007,2016,279,128,['Royals'],1,460024,hochl001,hochelu01,6943,lukehochevar
Luke Hudson,2002,2007,58,41,['Reds' 'Royals'],2,346873,hudsl001,hudsolu01,1542,lukehudson
Luke Prokopec,2000,2002,56,37,['Dodgers' 'Blue Jays'],2,150389,prokl001,prokolu01,1320,lukeprokopec
Luke Weaver,2016,2019,64,55,['Cardinals' 'Diamondbacks'],2,596133,weavl001,weavelu01,16918,lukeweaver
Luther Hackman,2000,2003,144,6,['Cardinals' 'Padres'],2,235097,hackl001,hackmlu01,1155,lutherhackman
Mac Suzuki,2000,2002,72,49,['Royals' '- - -'],2,123010,suzum001,suzukma01,1485,macsuzuki
Madison Bumgarner,2009,2019,289,286,['Giants'],1,518516,bumgm001,bumgama01,5524,madisonbumgarner
Manny Aybar,2000,2005,111,1,['- - -' 'Cubs' 'Giants' 'Mets'],4,110403,aybam001,aybarma01,1107,mannyaybar
Manny Banuelos,2015,2019,23,14,['Braves' 'White Sox'],2,544365,banum001,banuema01,5365,mannybanuelos
Manny Parra,2007,2015,322,74,['Brewers' 'Reds'],2,448159,parrm001,parrama01,4279,mannyparra
Marc Rzepczynski,2009,2018,506,23,['Blue Jays' '- - -' 'Cardinals' 'Indians' 'Mariners'],5,519240,rzepm001,rzepcma01,6612,marcrzepczynski
Marco Estrada,2008,2019,283,194,['Nationals' 'Brewers' 'Blue Jays' 'Athletics'],4,462136,estrm001,estrama01,1118,marcoestrada
Marco Gonzales,2014,2019,85,77,['Cardinals' '- - -' 'Mariners'],3,594835,gonzm005,gonzama02,15467,marcogonzales
Marcus Jones,2000,2000,1,1,['Athletics'],1,289033,jonem002,jonesma02,1006575,marcusjones
Marcus Stroman,2014,2019,146,140,['Blue Jays' '- - -'],2,573186,strom001,stromma01,13431,marcusstroman
Mario Ramos,2003,2003,3,3,['Rangers'],1,407398,ramom001,ramosma01,1272,marioramos
Mark Buehrle,2000,2015,518,493,['White Sox' 'Marlins' 'Blue Jays'],3,279824,buehm001,buehrma01,225,markbuehrle
Mark Clark,2000,2000,12,8,['Rangers'],1,112332,clarm002,clarkma01,1002296,markclark
Mark Gardner,2000,2001,53,35,['Giants'],1,114610,gardm001,gardnma01,1004529,markgardner
Mark Hendrickson,2002,2011,328,166,['Blue Jays' 'Devil Rays' '- - -' 'Dodgers' 'Marlins' 'Orioles'],6,424805,hendm001,hendrma01,1574,markhendrickson
Mark J. Johnson,2000,2000,9,3,['Tigers'],1,276342,johnm004,johnsma05,1006485,markjjohnson
Mark Leiter,2017,2018,47,11,['Phillies' '- - -'],2,643410,leitm002,leitema02,15551,markleiter
Mark Leiter,2001,2001,20,3,['Brewers'],1,117653,leitm001,leitema01,1007501,markleiter
Mark Mulder,2000,2008,205,203,['Athletics' 'Cardinals'],2,150426,muldm001,muldema01,932,markmulder
Mark Petkovsek,2000,2001,119,1,['Angels' 'Rangers'],2,120472,petkm001,petkoma01,1010242,markpetkovsek
Mark Prior,2002,2006,106,106,['Cubs'],1,407578,priom001,priorma01,301,markprior
Mark Redman,2000,2008,214,202,"['Twins' '- - -' 'Tigers' 'Marlins' 'Athletics' 'Pirates' 'Royals'
 'Rockies']",8,150230,redmm002,redmama01,491,markredman
Mark Rogers,2010,2012,11,9,['Brewers'],1,449161,rogem001,rogerma01,4083,markrogers
Martin Perez,2012,2019,173,157,['Rangers' 'Twins'],2,527048,perem004,perezma02,6902,martinperez
Marty McLeary,2004,2007,12,2,['Padres' 'Pirates'],2,276373,mclem002,mcleama01,2022,martymcleary
Masahiro Tanaka,2014,2019,164,163,['Yankees'],1,547888,tanam001,tanakma01,15764,masahirotanaka
Masao Kida,2000,2005,16,2,['Tigers' 'Dodgers' '- - -' 'Mariners'],4,150196,kidam001,kidama01,1800,masaokida
Masato Yoshii,2000,2002,102,60,['Rockies' 'Expos'],2,134180,yoshm001,yoshima01,807,masatoyoshii
Mat Latos,2009,2017,197,189,['Padres' 'Reds' '- - -' 'Blue Jays'],4,502009,latom001,latosma01,3815,matlatos
Matt Albers,2006,2019,616,24,"['Astros' 'Orioles' 'Red Sox' '- - -' 'Indians' 'White Sox' 'Nationals'
 'Brewers']",8,458006,albem001,alberma01,4300,mattalbers
Matt Andriese,2015,2019,167,49,['Rays' '- - -' 'Diamondbacks'],3,542882,andrm001,andrima01,12022,mattandriese
Matt Barnes,2014,2019,301,2,['Red Sox'],1,598264,barnm001,barnema01,12863,mattbarnes
Matt Belisle,2003,2018,693,44,['Reds' 'Rockies' 'Cardinals' 'Nationals' 'Twins' '- - -'],6,279571,belim001,belisma01,1837,mattbelisle
Matt Blank,2000,2001,18,4,['Expos'],1,150397,blanm001,blankma01,1001053,mattblank
Matt Cain,2005,2017,342,331,['Giants'],1,430912,cainm001,cainma01,4732,mattcain
Matt Carasiti,2016,2019,30,5,['Rockies' 'Mariners'],2,571539,caram001,carasma01,13276,mattcarasiti
Matt Chico,2007,2010,43,40,['Nationals'],1,453889,chicm001,chicoma01,6068,mattchico
Matt Clement,2000,2006,203,203,['Padres' 'Marlins' 'Cubs' 'Red Sox'],4,136725,clemm001,clemema01,271,mattclement
Matt DeSalvo,2007,2008,9,6,['Yankees' 'Braves'],2,451774,desam001,desalma01,5439,mattdesalvo
Matt Ford,2003,2003,25,4,['Brewers'],1,425651,fordm001,fordma01,1674,mattford
Matt Fox,2010,2010,4,1,['- - -'],1,460257,fox-m001,foxma01,7320,mattfox
Matt Garza,2006,2017,290,284,['Twins' 'Rays' 'Cubs' '- - -' 'Brewers'],5,490063,garzm001,garzama01,3340,mattgarza
Matt Ginter,2000,2008,96,19,['White Sox' 'Mets' 'Tigers' 'Indians'],4,215197,gintm001,gintema01,233,mattginter
Matt Grace,2015,2019,178,2,['Nationals'],1,594840,gracm003,gracema02,11449,mattgrace
Matt Guerrier,2004,2014,555,3,['Twins' 'Dodgers' '- - -'],3,407825,guerm001,guerrma02,2061,mattguerrier
Matt Harrison,2008,2015,135,103,['Rangers'],1,457448,harrm001,harrima01,5551,mattharrison
Matt Harvey,2012,2019,145,140,['Mets' '- - -' 'Angels'],3,518774,harvm001,harvema01,11713,mattharvey
Matt Herges,2000,2009,550,4,['Dodgers' 'Expos' '- - -' 'Giants' 'Marlins' 'Rockies'],6,150382,hergm001,hergema01,780,mattherges
Matt Kinney,2000,2005,103,58,['Twins' 'Brewers' '- - -' 'Giants'],4,150219,kinnm002,kinnema01,737,mattkinney
Matt Koch,2016,2019,36,16,['Diamondbacks'],1,571863,kochm001,kochma01,13420,mattkoch
Matt Magill,2013,2019,101,6,['Dodgers' 'Reds' 'Twins' '- - -'],4,543483,magim001,magilma01,3950,mattmagill
Matt Maloney,2009,2012,31,11,['Reds' 'Twins'],2,476011,malom001,malonma02,9920,mattmaloney
Matt Moore,2011,2019,181,151,['Rays' '- - -' 'Giants' 'Rangers' 'Tigers'],5,519043,moorm003,moorema02,1890,mattmoore
Matt Morris,2000,2008,257,226,['Cardinals' 'Giants' '- - -' 'Pirates'],4,119403,morrm001,morrima01,1172,mattmorris
Matt Palmer,2008,2012,63,20,['Giants' 'Angels' 'Padres'],3,461212,palmm001,palmema01,4457,mattpalmer
Matt Perisho,2000,2005,160,17,['Rangers' 'Tigers' 'Marlins' '- - -'],4,120419,perim001,perisma01,1423,mattperisho
Matt Riley,2003,2005,23,15,['Orioles' 'Rangers'],2,235494,rilem001,rileyma01,164,mattriley
Matt Roney,2003,2006,48,11,['Tigers' 'Athletics'],2,425662,ronem001,roneyma01,1670,mattroney
Matt Shoemaker,2013,2019,106,98,['Angels' 'Blue Jays'],2,533167,shoem001,shoemma01,4776,mattshoemaker
Matt Strahm,2016,2019,132,24,['Royals' 'Padres'],2,621381,stram001,strahma01,13799,mattstrahm
Matt Thornton,2004,2016,748,1,['Mariners' 'White Sox' '- - -' 'Nationals' 'Padres'],5,407819,thorm001,thornma01,1918,mattthornton
Matt White,2003,2005,7,1,['- - -' 'Nationals'],2,425665,whitm003,whitema03,1720,mattwhite
Matt Wise,2000,2008,209,18,['Angels' 'Brewers' 'Mets'],3,277184,wisem001,wisema01,42,mattwise
Matt Wisler,2015,2019,129,57,['Braves' '- - -'],2,605538,wislm001,wislema01,12804,mattwisler
Matthew Boyd,2015,2019,122,118,['- - -' 'Tigers'],2,571510,boydm001,boydma01,15440,matthewboyd
Matthew Festa,2018,2019,28,1,['Mariners'],1,670036,festm001,festama01,19330,matthewfesta
Max Fried,2017,2019,56,39,['Braves'],1,608331,friem001,friedma01,13743,maxfried
Max Scherzer,2008,2019,365,356,['Diamondbacks' 'Tigers' 'Nationals'],3,453286,schem001,scherma01,3137,maxscherzer
Merandy Gonzalez,2018,2018,8,1,['Marlins'],1,642571,gonzm007,gonzame01,17313,merandygonzalez
Merkin Valdez,2004,2011,74,1,['Giants' 'Blue Jays' 'Rangers'],3,429723,valdm003,valdeme01,7019,merkinvaldez
